,name,crosses,numberOfStrands
111,0_1,"[X(1,10,16,9), X(2,7,3,8), X(3,11,4,10), X(5,14,6,15), X(8,1,9,2), X(11,5,12,4), X(12,15,13,16), X(13,6,14,7)]",16
112,0_1,"[X(1,10,22,9), X(2,18,3,17), X(6,14,7,13), X(8,21,9,22), X(10,7,11,8), X(12,6,13,5), X(14,12,15,11), X(16,4,17,3), X(18,2,19,1), X(19,4,20,5), X(20,16,21,15)]",22
113,0_1,"[X(1,5,38,6), X(2,17,3,18), X(4,38,5,37), X(6,2,7,1), X(7,31,8,30), X(8,27,9,28), X(10,29,11,30), X(14,26,15,25), X(15,20,16,21), X(16,3,17,4), X(18,32,19,31), X(22,11,23,12), X(24,14,25,13), X(28,9,29,10), X(32,20,33,19), X(33,26,34,27), X(34,24,35,23), X(35,13,36,12), X(36,21,37,22)]",38
114,0_1,"[X(1,10,18,9), X(2,11,3,12), X(5,15,6,14), X(7,5,8,4), X(10,1,11,2), X(12,17,13,18), X(13,8,14,9), X(15,7,16,6), X(16,4,17,3)]",18
115,0_1,"[X(1,10,2,11), X(3,1,4,14), X(4,8,5,7), X(6,14,7,13), X(8,11,9,12), X(9,2,10,3), X(12,6,13,5)]",14
116,0_1,"[X(1,22,48,21), X(2,24,3,23), X(3,32,4,33), X(4,30,5,29), X(5,35,6,34), X(6,37,7,38), X(7,24,8,25), X(10,40,11,39), X(11,18,12,19), X(13,17,14,16), X(14,44,15,43), X(19,44,20,45), X(25,8,26,9), X(26,2,27,1), X(27,23,28,22), X(31,36,32,37), X(33,29,34,28), X(35,30,36,31), X(40,17,41,18), X(41,13,42,12), X(42,16,43,15), X(45,20,46,21), X(46,10,47,9), X(47,39,48,38)]",48
117,0_1,"[X(4,11,5,12), X(6,2,7,1), X(7,20,8,21), X(8,3,9,4), X(10,18,11,17), X(13,22,14,1), X(14,5,15,6), X(15,18,16,19), X(16,10,17,9), X(19,3,20,2), X(21,12,22,13)]",22
118,0_1,"[X(1,6,36,5), X(1,15,2,14), X(2,8,3,7), X(9,5,10,4), X(10,27,11,28), X(12,30,13,29), X(13,6,14,7), X(15,9,16,8), X(16,4,17,3), X(17,28,18,29), X(18,11,19,12), X(19,31,20,30), X(21,25,22,24), X(22,34,23,33), X(26,31,27,32), X(32,24,33,23), X(34,25,35,26), X(35,21,36,20)]",36
119,0_1,"[X(1,5,14,6), X(1,10,2,11), X(3,6,4,7), X(4,14,5,13), X(8,11,9,12), X(9,2,10,3), X(12,7,13,8)]",14
120,0_1,"[X(2,10,3,9), X(3,18,4,19), X(5,1,6,34), X(10,2,11,1), X(11,24,12,25), X(12,30,13,29), X(14,27,15,28), X(15,7,16,6), X(17,4,18,5), X(19,8,20,9), X(20,23,21,24), X(21,31,22,30), X(26,13,27,14), X(28,25,29,26), X(31,23,32,22), X(32,8,33,7), X(33,17,34,16)]",34
121,0_1,"[X(1,4,2,5), X(2,17,3,18), X(5,18,6,19), X(7,21,8,20), X(11,30,12,31), X(12,22,13,21), X(13,9,14,8), X(14,28,15,27), X(15,32,16,1), X(16,3,17,4), X(22,10,23,9), X(24,31,25,32), X(25,7,26,6), X(26,20,27,19), X(28,23,29,24), X(29,10,30,11)]",32
122,0_1,"[X(1,9,34,10), X(2,15,3,16), X(3,27,4,26), X(5,33,6,32), X(7,12,8,13), X(10,34,11,33), X(14,1,15,2), X(16,13,17,14), X(17,8,18,9), X(18,12,19,11), X(19,7,20,6), X(23,28,24,29), X(24,21,25,22), X(25,31,26,30), X(27,5,28,4), X(29,22,30,23), X(31,21,32,20)]",34
123,0_1,"[X(1,6,16,5), X(1,9,2,8), X(2,14,3,13), X(7,12,8,13), X(9,5,10,4), X(10,16,11,15), X(11,6,12,7), X(14,4,15,3)]",16
124,0_1,"[X(1,5,2,4), X(2,18,3,17), X(3,6,4,7), X(5,1,6,18), X(7,16,8,17), X(8,12,9,11), X(10,13,11,14), X(14,9,15,10), X(15,12,16,13)]",18
125,0_1,"[X(1,28,2,29), X(8,20,9,19), X(11,3,12,2), X(13,4,14,5), X(14,25,15,26), X(15,11,16,10), X(16,28,17,27), X(17,1,18,34), X(20,32,21,31), X(21,7,22,6), X(22,29,23,30), X(23,12,24,13), X(24,3,25,4), X(26,10,27,9), X(30,5,31,6), X(32,8,33,7), X(33,19,34,18)]",34
126,0_1,"[X(1,11,2,10), X(3,1,4,22), X(6,17,7,18), X(7,5,8,4), X(8,19,9,20), X(9,15,10,14), X(11,3,12,2), X(12,22,13,21), X(16,5,17,6), X(18,15,19,16), X(20,14,21,13)]",22
127,0_1,"[X(1,11,20,12), X(4,15,5,16), X(6,14,7,13), X(8,3,9,4), X(10,2,11,1), X(12,8,13,7), X(16,5,17,6), X(17,15,18,14), X(18,9,19,10), X(19,3,20,2)]",20
128,0_1,"[X(1,4,16,3), X(2,11,3,12), X(4,10,5,9), X(6,14,7,13), X(10,1,11,2), X(12,8,13,7), X(14,6,15,5), X(15,8,16,9)]",16
129,0_1,"[X(1,11,2,10), X(2,8,3,7), X(3,17,4,16), X(4,13,5,14), X(6,15,7,16), X(9,1,10,18), X(11,9,12,8), X(12,18,13,17), X(14,5,15,6)]",18
130,0_1,"[X(1,10,18,9), X(1,14,2,15), X(3,17,4,16), X(6,12,7,11), X(7,4,8,5), X(8,17,9,18), X(10,6,11,5), X(12,15,13,16), X(13,2,14,3)]",18
131,0_1,"[X(1,12,24,11), X(6,21,7,22), X(7,5,8,4), X(9,2,10,3), X(10,18,11,17), X(12,19,13,20), X(13,9,14,8), X(14,3,15,4), X(15,23,16,22), X(18,2,19,1), X(20,5,21,6), X(23,17,24,16)]",24
132,0_1,"[X(2,17,3,18), X(3,7,4,6), X(5,1,6,34), X(10,28,11,27), X(12,23,13,24), X(14,25,15,26), X(16,20,17,19), X(18,1,19,2), X(20,8,21,7), X(21,31,22,30), X(22,9,23,10), X(24,13,25,14), X(28,12,29,11), X(29,26,30,27), X(31,8,32,9), X(32,16,33,15), X(33,5,34,4)]",34
133,0_1,"[X(1,16,2,17), X(3,9,4,8), X(5,12,6,13), X(9,5,10,4), X(10,13,11,14), X(11,6,12,7), X(14,7,15,8), X(17,20,18,1), X(18,15,19,16), X(19,3,20,2)]",20
134,0_1,"[X(1,16,2,17), X(5,13,6,12), X(7,1,8,18), X(9,2,10,3), X(11,5,12,4), X(13,7,14,6), X(14,3,15,4), X(15,10,16,11), X(17,9,18,8)]",18
135,0_1,"[X(1,29,2,28), X(2,15,3,16), X(3,24,4,25), X(4,18,5,17), X(7,20,8,21), X(8,6,9,5), X(9,27,10,26), X(11,30,12,1), X(13,22,14,23), X(19,6,20,7), X(21,18,22,19), X(23,14,24,15), X(25,17,26,16), X(27,11,28,10), X(29,12,30,13)]",30
136,0_1,"[X(2,18,3,17), X(5,22,6,23), X(8,38,9,37), X(9,6,10,7), X(14,2,15,1), X(15,30,16,31), X(18,14,19,13), X(21,10,22,11), X(23,38,24,1), X(24,20,25,19), X(25,12,26,13), X(26,34,27,33), X(28,4,29,3), X(29,16,30,17), X(31,4,32,5), X(32,28,33,27), X(34,12,35,11), X(35,20,36,21), X(36,8,37,7)]",38
137,0_1,"[X(3,15,4,14), X(4,2,5,1), X(5,13,6,12), X(6,17,7,18), X(7,10,8,11), X(9,20,10,1), X(11,19,12,18), X(13,16,14,17), X(15,3,16,2), X(19,8,20,9)]",20
138,0_1,"[X(2,13,3,14), X(4,10,5,9), X(7,16,8,1), X(8,6,9,5), X(10,4,11,3), X(11,15,12,14), X(12,1,13,2), X(15,6,16,7)]",16
139,0_1,"[X(3,12,4,13), X(4,16,5,15), X(5,9,6,8), X(6,13,7,14), X(9,2,10,3), X(11,1,12,18), X(14,7,15,8), X(16,1,17,2), X(17,11,18,10)]",18
140,0_1,"[X(1,23,2,22), X(5,16,6,17), X(7,4,8,5), X(11,1,12,24), X(12,22,13,21), X(13,8,14,9), X(14,19,15,20), X(15,3,16,2), X(17,6,18,7), X(18,3,19,4), X(20,10,21,9), X(23,11,24,10)]",24
141,0_1,"[X(3,11,4,10), X(4,8,5,7), X(5,12,6,13), X(9,3,10,2), X(11,9,12,8), X(13,6,14,7), X(14,1,15,2), X(17,23,18,22), X(19,1,20,24), X(20,15,21,16), X(21,19,22,18), X(23,17,24,16)]",24
142,0_1,"[X(1,12,22,11), X(2,13,3,14), X(5,17,6,16), X(7,19,8,18), X(8,4,9,3), X(9,20,10,21), X(12,1,13,2), X(14,21,15,22), X(15,10,16,11), X(17,7,18,6), X(19,5,20,4)]",22
143,0_1,"[X(1,3,16,4), X(1,7,2,6), X(5,3,6,2), X(7,4,8,5), X(9,14,10,15), X(11,9,12,8), X(12,15,13,16), X(13,10,14,11)]",16
144,0_1,"[X(2,20,3,19), X(4,31,5,32), X(5,35,6,34), X(6,21,7,22), X(9,29,10,28), X(12,38,13,37), X(14,25,15,26), X(15,38,16,39), X(16,12,17,11), X(17,8,18,9), X(18,2,19,1), X(20,36,21,35), X(22,33,23,34), X(24,13,25,14), X(26,39,27,40), X(27,11,28,10), X(29,1,30,40), X(30,3,31,4), X(32,23,33,24), X(36,8,37,7)]",40
145,0_1,"[X(1,15,28,16), X(2,19,3,20), X(4,17,5,18), X(5,27,6,26), X(7,17,8,16), X(8,2,9,1), X(9,25,10,24), X(10,13,11,14), X(11,22,12,23), X(14,23,15,24), X(18,3,19,4), X(20,26,21,25), X(21,12,22,13), X(27,7,28,6)]",28
146,0_1,"[X(1,7,2,6), X(3,16,4,17), X(5,1,6,22), X(7,3,8,2), X(8,14,9,13), X(11,20,12,21), X(12,10,13,9), X(15,4,16,5), X(17,15,18,14), X(19,10,20,11), X(21,18,22,19)]",22
147,0_1,"[X(1,14,22,13), X(2,21,3,22), X(3,12,4,13), X(5,18,6,19), X(7,17,8,16), X(9,7,10,6), X(10,20,11,19), X(11,4,12,5), X(14,1,15,2), X(15,20,16,21), X(17,9,18,8)]",22
148,0_1,"[X(1,14,2,15), X(2,25,3,26), X(3,17,4,16), X(4,24,5,23), X(7,28,8,1), X(8,22,9,21), X(9,13,10,12), X(10,19,11,20), X(15,26,16,27), X(17,25,18,24), X(18,14,19,13), X(20,11,21,12), X(22,6,23,5), X(27,6,28,7)]",28
149,0_1,"[X(1,10,2,11), X(3,14,4,15), X(5,20,6,21), X(7,19,8,18), X(8,14,9,13), X(11,28,12,1), X(12,26,13,25), X(15,4,16,5), X(16,19,17,20), X(17,7,18,6), X(21,26,22,27), X(23,2,24,3), X(24,10,25,9), X(27,22,28,23)]",28
150,0_1,"[X(1,7,20,8), X(2,9,3,10), X(4,12,5,11), X(13,7,14,6), X(14,1,15,2), X(15,8,16,9), X(16,4,17,3), X(17,11,18,10), X(18,5,19,6), X(19,12,20,13)]",20
151,0_1,"[X(1,20,22,19), X(4,14,5,13), X(5,19,6,18), X(7,20,8,21), X(8,17,9,18), X(9,2,10,3), X(10,16,11,15), X(12,4,13,3), X(14,12,15,11), X(16,2,17,1), X(21,6,22,7)]",22
152,0_1,"[X(1,16,26,15), X(2,8,3,7), X(3,18,4,19), X(4,14,5,13), X(5,25,6,24), X(6,9,7,10), X(8,2,9,1), X(10,19,11,20), X(12,22,13,21), X(16,25,17,26), X(17,14,18,15), X(22,12,23,11), X(23,21,24,20)]",26
153,0_1,"[X(1,3,20,4), X(2,12,3,11), X(6,15,7,16), X(7,4,8,5), X(8,13,9,14), X(9,19,10,18), X(10,2,11,1), X(12,19,13,20), X(14,18,15,17), X(16,5,17,6)]",20
154,0_1,"[X(1,13,2,12), X(1,16,22,15), X(3,15,4,14), X(5,20,6,21), X(8,19,9,20), X(9,7,10,6), X(10,18,11,17), X(11,5,12,4), X(13,3,14,2), X(16,21,17,22), X(18,7,19,8)]",22
155,0_1,"[X(1,10,2,11), X(3,15,4,14), X(4,18,5,17), X(6,15,7,16), X(8,13,9,14), X(9,2,10,3), X(11,22,12,1), X(18,6,19,5), X(19,16,20,17), X(20,7,21,8), X(21,12,22,13)]",22
156,0_1,"[X(1,8,2,9), X(2,21,3,22), X(4,20,5,19), X(6,16,7,15), X(9,22,10,1), X(10,7,11,8), X(11,20,12,21), X(12,4,13,3), X(13,19,14,18), X(16,6,17,5), X(17,15,18,14)]",22
157,0_1,"[X(4,10,5,9), X(5,14,6,15), X(6,21,7,22), X(8,16,9,15), X(10,4,11,3), X(11,18,12,19), X(13,2,14,3), X(17,1,18,24), X(19,12,20,13), X(20,1,21,2), X(22,7,23,8), X(23,17,24,16)]",24
158,0_1,"[X(2,10,3,9), X(4,13,5,14), X(5,8,6,9), X(6,18,7,17), X(10,2,11,1), X(14,3,15,4), X(15,1,16,20), X(16,11,17,12), X(18,8,19,7), X(19,13,20,12)]",20
159,0_1,"[X(1,12,32,11), X(4,10,5,9), X(6,20,7,19), X(8,17,9,18), X(10,26,11,25), X(12,1,13,2), X(13,26,14,27), X(15,3,16,2), X(20,8,21,7), X(21,18,22,19), X(22,5,23,6), X(23,31,24,30), X(27,14,28,15), X(28,4,29,3), X(29,17,30,16), X(31,25,32,24)]",32
160,0_1,"[X(1,11,2,10), X(3,18,4,19), X(6,13,7,14), X(9,1,10,28), X(14,7,15,8), X(16,12,17,11), X(17,26,18,27), X(19,4,20,5), X(21,12,22,13), X(22,16,23,15), X(23,9,24,8), X(24,5,25,6), X(25,20,26,21), X(27,3,28,2)]",28
161,0_1,"[X(1,16,28,15), X(2,14,3,13), X(6,25,7,26), X(7,19,8,18), X(10,3,11,4), X(11,14,12,15), X(12,2,13,1), X(16,10,17,9), X(19,25,20,24), X(20,6,21,5), X(21,26,22,27), X(22,18,23,17), X(23,8,24,9), X(27,4,28,5)]",28
162,0_1,"[X(1,11,2,10), X(1,18,28,17), X(3,20,4,21), X(4,16,5,15), X(6,24,7,23), X(7,27,8,26), X(8,13,9,14), X(9,18,10,19), X(11,17,12,16), X(12,28,13,27), X(19,2,20,3), X(21,15,22,14), X(24,6,25,5), X(25,23,26,22)]",28
163,0_1,"[X(1,9,18,10), X(2,15,3,16), X(6,14,7,13), X(7,5,8,4), X(8,2,9,1), X(10,18,11,17), X(12,3,13,4), X(14,6,15,5), X(16,12,17,11)]",18
164,0_1,"[X(1,24,2,25), X(3,1,4,36), X(5,29,6,28), X(6,35,7,36), X(8,16,9,15), X(10,17,11,18), X(11,30,12,31), X(14,25,15,26), X(18,31,19,32), X(19,12,20,13), X(20,30,21,29), X(22,8,23,7), X(23,2,24,3), X(26,13,27,14), X(27,5,28,4), X(32,9,33,10), X(33,16,34,17), X(34,22,35,21)]",36
165,0_1,"[X(1,15,20,16), X(3,13,4,12), X(4,17,5,18), X(5,10,6,11), X(7,2,8,3), X(8,14,9,13), X(9,16,10,17), X(11,19,12,18), X(14,2,15,1), X(19,6,20,7)]",20
166,0_1,"[X(2,10,3,9), X(5,12,6,13), X(6,3,7,4), X(7,1,8,14), X(10,2,11,1), X(11,9,12,8), X(13,4,14,5)]",14
167,0_1,"[X(2,14,3,13), X(3,8,4,9), X(4,33,5,34), X(6,32,7,31), X(7,16,8,17), X(9,36,10,1), X(11,34,12,35), X(12,2,13,1), X(14,5,15,6), X(15,33,16,32), X(18,24,19,23), X(22,27,23,28), X(24,20,25,19), X(26,21,27,22), X(28,25,29,26), X(29,20,30,21), X(30,18,31,17), X(35,10,36,11)]",36
168,0_1,"[X(1,21,2,20), X(3,18,4,19), X(4,24,5,23), X(5,30,6,31), X(9,42,10,1), X(10,30,11,29), X(14,27,15,28), X(15,12,16,13), X(17,24,18,25), X(19,23,20,22), X(21,3,22,2), X(25,16,26,17), X(26,12,27,11), X(28,13,29,14), X(31,35,32,34), X(32,40,33,39), X(35,6,36,7), X(37,9,38,8), X(38,34,39,33), X(40,7,41,8), X(41,36,42,37)]",42
169,0_1,"[X(1,9,2,8), X(1,11,18,12), X(3,15,4,14), X(5,16,6,17), X(9,3,10,2), X(10,7,11,8), X(12,16,13,15), X(13,5,14,4), X(17,6,18,7)]",18
170,0_1,"[X(1,15,2,14), X(3,8,4,9), X(7,18,8,19), X(9,4,10,5), X(11,7,12,6), X(12,15,13,16), X(13,1,14,20), X(16,5,17,6), X(17,10,18,11), X(19,3,20,2)]",20
171,0_1,"[X(1,8,2,9), X(1,12,18,11), X(2,16,3,15), X(3,7,4,6), X(5,15,6,14), X(10,17,11,18), X(12,9,13,10), X(13,5,14,4), X(16,8,17,7)]",18
172,0_1,"[X(1,16,20,15), X(3,13,4,12), X(5,8,6,9), X(7,19,8,18), X(9,4,10,5), X(10,13,11,14), X(11,3,12,2), X(14,17,15,18), X(16,1,17,2), X(19,7,20,6)]",20
173,0_1,"[X(1,12,2,13), X(4,27,5,28), X(5,21,6,20), X(7,25,8,24), X(10,13,11,14), X(11,2,12,3), X(14,32,15,31), X(16,9,17,10), X(17,34,18,1), X(18,25,19,26), X(19,7,20,6), X(21,27,22,26), X(22,4,23,3), X(23,28,24,29), X(29,33,30,32), X(30,16,31,15), X(33,8,34,9)]",34
174,0_1,"[X(1,18,2,19), X(2,32,3,31), X(3,26,4,27), X(4,10,5,9), X(6,29,7,30), X(8,27,9,28), X(10,26,11,25), X(14,22,15,21), X(15,25,16,24), X(16,11,17,12), X(17,32,18,1), X(19,22,20,23), X(20,14,21,13), X(23,13,24,12), X(28,7,29,8), X(30,5,31,6)]",32
175,0_1,"[X(1,7,36,8), X(4,36,5,35), X(5,20,6,21), X(8,31,9,32), X(10,30,11,29), X(11,27,12,26), X(13,17,14,16), X(14,23,15,24), X(17,3,18,2), X(19,6,20,7), X(21,19,22,18), X(22,1,23,2), X(24,15,25,16), X(27,30,28,31), X(28,10,29,9), X(32,26,33,25), X(33,12,34,13), X(34,4,35,3)]",36
176,0_1,"[X(1,14,2,15), X(3,23,4,22), X(5,24,6,25), X(6,27,7,28), X(8,17,9,18), X(12,20,13,19), X(13,10,14,11), X(15,28,16,1), X(16,7,17,8), X(18,12,19,11), X(20,9,21,10), X(21,3,22,2), X(23,27,24,26), X(25,4,26,5)]",28
177,0_1,"[X(1,5,16,6), X(1,12,2,13), X(3,15,4,14), X(6,11,7,12), X(7,3,8,2), X(8,14,9,13), X(9,4,10,5), X(15,11,16,10)]",16
178,0_1,"[X(1,7,26,8), X(3,22,4,23), X(5,13,6,12), X(11,7,12,6), X(14,22,15,21), X(15,10,16,11), X(16,25,17,26), X(17,9,18,8), X(18,2,19,1), X(19,4,20,5), X(20,14,21,13), X(23,2,24,3), X(24,9,25,10)]",26
179,0_1,"[X(1,11,18,12), X(7,16,8,17), X(8,6,9,5), X(9,15,10,14), X(10,3,11,4), X(12,2,13,1), X(13,5,14,4), X(15,6,16,7), X(17,2,18,3)]",18
180,0_1,"[X(1,9,18,10), X(3,9,4,8), X(4,14,5,13), X(6,11,7,12), X(10,2,11,1), X(14,6,15,5), X(15,12,16,13), X(16,7,17,8), X(17,2,18,3)]",18
181,0_1,"[X(1,21,2,20), X(2,6,3,5), X(4,20,5,19), X(6,21,7,22), X(7,30,8,31), X(8,15,9,16), X(9,25,10,24), X(11,34,12,1), X(13,26,14,27), X(14,29,15,30), X(16,32,17,31), X(17,23,18,22), X(18,4,19,3), X(23,32,24,33), X(25,29,26,28), X(27,12,28,13), X(33,10,34,11)]",34
182,0_1,"[X(1,8,2,9), X(3,13,4,12), X(5,14,6,15), X(6,17,7,18), X(9,18,10,1), X(10,7,11,8), X(11,3,12,2), X(13,17,14,16), X(15,4,16,5)]",18
183,0_1,"[X(1,13,2,12), X(1,17,34,18), X(3,24,4,25), X(4,15,5,16), X(6,32,7,31), X(7,21,8,20), X(8,29,9,30), X(13,29,14,28), X(16,11,17,12), X(18,10,19,9), X(19,31,20,30), X(21,15,22,14), X(22,27,23,28), X(25,2,26,3), X(26,23,27,24), X(32,6,33,5), X(33,10,34,11)]",34
184,0_1,"[X(1,5,2,4), X(2,15,3,16), X(5,21,6,20), X(7,24,8,25), X(9,7,10,6), X(12,21,13,22), X(13,1,14,28), X(14,17,15,18), X(16,3,17,4), X(18,27,19,28), X(22,11,23,12), X(23,8,24,9), X(25,11,26,10), X(26,19,27,20)]",28
185,0_1,"[X(1,14,24,13), X(2,21,3,22), X(4,17,5,18), X(5,9,6,8), X(6,20,7,19), X(9,17,10,16), X(10,24,11,23), X(11,14,12,15), X(12,1,13,2), X(15,22,16,23), X(18,8,19,7), X(20,3,21,4)]",24
186,0_1,"[X(1,15,2,14), X(1,22,24,21), X(3,17,4,16), X(9,22,10,23), X(10,19,11,20), X(11,6,12,7), X(12,18,13,17), X(13,5,14,4), X(15,3,16,2), X(18,6,19,5), X(20,7,21,8), X(23,8,24,9)]",24
187,0_1,"[X(5,10,6,11), X(7,15,8,14), X(9,20,10,1), X(11,4,12,5), X(13,3,14,2), X(15,7,16,6), X(16,3,17,4), X(17,13,18,12), X(18,2,19,1), X(19,8,20,9)]",20
188,0_1,"[X(2,18,3,17), X(4,13,5,14), X(6,12,7,11), X(8,4,9,3), X(9,16,10,17), X(10,1,11,2), X(15,1,16,22), X(18,7,19,8), X(19,12,20,13), X(20,6,21,5), X(21,15,22,14)]",22
189,0_1,"[X(1,15,20,16), X(3,7,4,6), X(5,8,6,9), X(9,4,10,5), X(10,7,11,8), X(12,19,13,20), X(13,3,14,2), X(14,18,15,17), X(16,2,17,1), X(18,11,19,12)]",20
190,0_1,"[X(1,4,16,3), X(2,9,3,10), X(4,15,5,16), X(6,14,7,13), X(7,11,8,10), X(8,1,9,2), X(11,14,12,15), X(12,6,13,5)]",16
191,0_1,"[X(4,8,5,7), X(6,23,7,24), X(9,26,10,1), X(11,19,12,18), X(12,2,13,1), X(14,3,15,4), X(16,19,17,20), X(17,11,18,10), X(20,15,21,16), X(21,3,22,2), X(22,14,23,13), X(24,5,25,6), X(25,8,26,9)]",26
192,0_1,"[X(1,9,2,8), X(1,11,20,12), X(2,13,3,14), X(3,6,4,7), X(5,17,6,16), X(9,12,10,13), X(10,20,11,19), X(14,7,15,8), X(17,5,18,4), X(18,16,19,15)]",20
193,0_1,"[X(1,9,2,8), X(2,18,3,17), X(4,19,5,20), X(5,14,6,15), X(7,1,8,22), X(9,19,10,18), X(10,4,11,3), X(11,16,12,17), X(12,21,13,22), X(13,6,14,7), X(15,21,16,20)]",22
194,0_1,"[X(1,3,20,4), X(2,13,3,14), X(4,12,5,11), X(6,17,7,18), X(7,10,8,11), X(8,16,9,15), X(14,1,15,2), X(16,10,17,9), X(18,5,19,6), X(19,12,20,13)]",20
195,0_1,"[X(1,30,2,31), X(2,20,3,19), X(4,23,5,24), X(6,28,7,27), X(7,25,8,24), X(8,21,9,22), X(10,13,11,14), X(12,35,13,36), X(17,1,18,40), X(18,31,19,32), X(20,30,21,29), X(22,3,23,4), X(26,6,27,5), X(28,26,29,25), X(33,14,34,15), X(34,11,35,12), X(36,16,37,15), X(37,32,38,33), X(38,9,39,10), X(39,17,40,16)]",40
196,0_1,"[X(1,12,2,13), X(1,17,36,18), X(3,7,4,6), X(4,23,5,24), X(7,27,8,26), X(10,32,11,31), X(13,34,14,35), X(15,18,16,19), X(16,36,17,35), X(19,14,20,15), X(20,34,21,33), X(21,29,22,28), X(22,25,23,26), X(24,5,25,6), X(27,9,28,8), X(29,2,30,3), X(30,10,31,9), X(32,12,33,11)]",36
197,0_1,"[X(1,13,2,12), X(3,10,4,11), X(5,14,6,15), X(6,12,7,11), X(7,2,8,3), X(8,18,9,17), X(13,1,14,18), X(15,4,16,5), X(16,10,17,9)]",18
198,0_1,"[X(1,10,16,9), X(2,8,3,7), X(4,14,5,13), X(6,4,7,3), X(10,1,11,2), X(11,9,12,8), X(14,6,15,5), X(15,12,16,13)]",16
199,0_1,"[X(1,9,2,8), X(3,12,4,13), X(4,7,5,8), X(5,11,6,10), X(9,1,10,14), X(11,7,12,6), X(13,2,14,3)]",14
200,0_1,"[X(1,5,14,6), X(2,12,3,11), X(4,7,5,8), X(6,14,7,13), X(8,1,9,2), X(9,13,10,12), X(10,4,11,3)]",14
201,0_1,"[X(1,13,18,14), X(3,10,4,11), X(5,3,6,2), X(7,12,8,13), X(9,4,10,5), X(14,2,15,1), X(15,6,16,7), X(16,11,17,12), X(17,9,18,8)]",18
202,0_1,"[X(1,10,14,9), X(3,7,4,6), X(5,13,6,12), X(8,1,9,2), X(10,8,11,7), X(11,5,12,4), X(13,2,14,3)]",14
203,0_1,"[X(1,10,2,11), X(4,14,5,13), X(5,23,6,22), X(7,1,8,28), X(8,11,9,12), X(9,2,10,3), X(14,24,15,23), X(16,25,17,26), X(18,15,19,16), X(19,24,20,25), X(20,4,21,3), X(21,13,22,12), X(26,17,27,18), X(27,7,28,6)]",28
204,0_1,"[X(4,18,5,17), X(6,15,7,16), X(7,3,8,2), X(9,1,10,24), X(11,22,12,23), X(12,1,13,2), X(13,17,14,16), X(14,5,15,6), X(18,4,19,3), X(19,9,20,8), X(20,24,21,23), X(21,10,22,11)]",24
205,0_1,"[X(3,21,4,20), X(5,24,6,25), X(7,27,8,26), X(9,1,10,28), X(12,15,13,16), X(13,10,14,11), X(14,18,15,17), X(16,11,17,12), X(18,1,19,2), X(19,5,20,4), X(21,3,22,2), X(22,25,23,26), X(23,6,24,7), X(27,9,28,8)]",28
206,0_1,"[X(1,8,2,9), X(2,16,3,15), X(3,13,4,12), X(7,16,8,1), X(9,6,10,7), X(10,14,11,13), X(11,5,12,4), X(14,6,15,5)]",16
207,0_1,"[X(1,11,2,10), X(3,1,4,30), X(4,25,5,26), X(7,16,8,17), X(11,3,12,2), X(12,17,13,18), X(13,8,14,9), X(15,21,16,20), X(18,9,19,10), X(21,15,22,14), X(22,20,23,19), X(24,27,25,28), X(26,5,27,6), X(28,23,29,24), X(29,7,30,6)]",30
208,0_1,"[X(1,7,20,8), X(2,16,3,15), X(3,10,4,11), X(4,17,5,18), X(6,12,7,11), X(8,13,9,14), X(14,2,15,1), X(16,9,17,10), X(18,5,19,6), X(19,13,20,12)]",20
209,0_1,"[X(1,7,28,8), X(4,15,5,16), X(6,28,7,27), X(8,2,9,1), X(9,26,10,27), X(10,22,11,21), X(11,19,12,18), X(13,22,14,23), X(14,3,15,4), X(17,21,18,20), X(19,13,20,12), X(23,16,24,17), X(24,5,25,6), X(25,3,26,2)]",28
210,0_1,"[X(1,14,2,15), X(2,21,3,22), X(4,23,5,24), X(5,37,6,36), X(9,31,10,30), X(11,28,12,29), X(13,17,14,16), X(15,40,16,1), X(17,13,18,12), X(18,25,19,26), X(19,35,20,34), X(20,7,21,8), X(22,3,23,4), X(26,34,27,33), X(27,8,28,9), X(31,11,32,10), X(32,29,33,30), X(37,7,38,6), X(38,35,39,36), X(39,25,40,24)]",40
211,0_1,"[X(1,19,2,18), X(2,8,3,7), X(4,9,5,10), X(5,23,6,22), X(6,12,7,11), X(12,17,13,18), X(13,24,14,25), X(15,26,16,1), X(19,9,20,8), X(20,4,21,3), X(21,10,22,11), X(23,16,24,17), X(25,14,26,15)]",26
212,0_1,"[X(1,13,20,14), X(2,6,3,5), X(4,11,5,12), X(7,16,8,17), X(10,2,11,1), X(12,3,13,4), X(14,17,15,18), X(15,8,16,9), X(18,9,19,10), X(19,7,20,6)]",20
213,0_1,"[X(1,5,14,6), X(1,10,2,11), X(3,9,4,8), X(6,14,7,13), X(7,5,8,4), X(11,2,12,3), X(12,10,13,9)]",14
214,0_1,"[X(1,7,2,6), X(7,3,8,2), X(9,4,10,5), X(11,1,12,16), X(12,6,13,5), X(13,8,14,9), X(14,3,15,4), X(15,11,16,10)]",16
215,0_1,"[X(1,4,2,5), X(2,14,3,13), X(8,17,9,18), X(9,7,10,6), X(11,1,12,20), X(12,5,13,6), X(14,4,15,3), X(16,7,17,8), X(18,15,19,16), X(19,11,20,10)]",20
